key,原文,译文
Root/TooltipSkillInterruptRank1,"[size=""16""][NameSkill][/size]\n[requirement]\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilityRebuke,Rebuke,
Root/AbilityRebukeDescription,A kick that moves the target 1 hex away.,
Root/TooltipCombatRebukeRebuke,[NameAbility][action]\n[DescriptionAbility],
Root/SkillRebuke,Rebuke,
Root/SkillRebukeDescription,[DescriptionAbility],
Root/SkillRebukeRank1,[DescriptionAbility],
Root/TooltipSkillRebukeRank1,"[size=""16""][NameSkill][/size]\n[requirement]\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilityStun,Stun,
Root/AbilityStunDescription,A melee attack that applies the status effect [StatusEffect] (even if the attack is blocked).,
Root/TooltipCombatStunStun,[NameAbility][action]\n[DescriptionAbility],
Root/SkillStun,Stun,
Root/SkillStunDescription,[DescriptionAbility],
Root/SkillStunRank1,[DescriptionAbility],
Root/TooltipSkillStunRank1,"[size=""16""][NameSkill][/size]\n[requirement]\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilityThrowRock,Throw Rock,
Root/AbilityThrowRockDescription,"Throws a stone as a ranged weapon, dealing damage on hit, but with no [color=""lightblue""]Critical Chance[/color]. Like with any other ranged attack, a miss will still apply the status effect [StatusEffect].",
Root/AbilityToss,Toss,
Root/AbilityTossDescription,Select a friendly or enemy character and then select a hex adjacent to your own position to throw them into.,
Root/AbilityThrowAxe,Throw Axe,
Root/AbilityThrowAxeDescription,"Throws a small axe at an enemy using Perception for accuracy and Strength for damage. Max distance is 5 hexes plus one for each rank of Throwing. Like with any other ranged attack, a miss will still apply the status effect [StatusEffect].",
Root/TooltipCombatThrowingThrowRock,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatThrowingToss,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatThrowingThrowAxe,[NameAbility][action]\n[DescriptionAbility],
Root/SkillThrowing,Throwing,
Root/SkillThrowingDescription,"Governed by [color=""lightblue""]Perception[/color]. Unlocks several abilities related to throwing things and people.",
Root/SkillThrowingRank1,"[color=""orange""]+1[/color] Throwable Item Range",
Root/SkillThrowingRank2,"[color=""orange""]+2[/color] Throwable Item Range",
Root/SkillThrowingRank3,"[color=""orange""]+3[/color] Throwable Item Range",
Root/SkillThrowingRank4,"[color=""orange""]+4[/color] Throwable Item Range",
Root/SkillThrowingRank5,"[color=""orange""]+5[/color] Throwable Item Range",
Root/TooltipSkillThrowingRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement][NameSkill] [color=""lightblue""]Range[/color] increased by [color=""lime""]1[/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillThrowingRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement][NameSkill] [color=""lightblue""]Range[/color] increased by [color=""lime""]2[/color].",
Root/TooltipSkillThrowingRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement][NameSkill] [color=""lightblue""]Range[/color] increased by [color=""lime""]3[/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillThrowingRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement][NameSkill] [color=""lightblue""]Range[/color] increased by [color=""lime""]4[/color].",
Root/TooltipSkillThrowingRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement][NameSkill] [color=""lightblue""]Range[/color] increased by [color=""lime""]5[/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilityGrapple,Grapple,
Root/AbilityGrappleDescription,"When flanking an enemy, grab hold of them to immobilise them until your next turn.",
Root/AbilityHeavyPunch,Heavy Punch,
Root/AbilityHeavyPunchDescription,A heavier punch that deals +50% Damage.,
Root/AbilityHeadbutt,Headbutt,
Root/AbilityHeadbuttDescription,Attack at full damage and apply the status effect [StatusEffect] if the attack isn't blocked. Provokes Attack of Opportunity and cannot be used against characters with helmets.,
Root/TooltipCombatUnarmedGrapple,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatUnarmedHeavyPunch,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatUnarmedHeadbutt,[NameAbility][action]\n[DescriptionAbility],
Root/SkillUnarmed,Unarmed,
Root/SkillUnarmedDescription,"Governed by [color=""lightblue""]Strength[/color]. Low Damage and doesn't kill, only incapacitates.",
Root/SkillUnarmedRank1,"[color=""orange""]+[x][/color] Damage",
Root/SkillUnarmedRank2,"[color=""orange""]+[x][/color] Damage",
Root/SkillUnarmedRank3,"[color=""orange""]+[x][/color] Damage",
Root/SkillUnarmedRank4,"[color=""orange""]+[x][/color] Damage",
Root/SkillUnarmedRank5,"[color=""orange""]+[x][/color] Damage",
Root/TooltipSkillUnarmedRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement][NameSkill] [color=""lightblue""]Base Damage[/color] increased by [color=""lime""][x][/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillUnarmedRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement][NameSkill] [color=""lightblue""]Base Damage[/color] increased by [color=""lime""][x][/color].",
Root/TooltipSkillUnarmedRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement][NameSkill] [color=""lightblue""]Base Damage[/color] increased by [color=""lime""][x][/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillUnarmedRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement][NameSkill] [color=""lightblue""]Base Damage[/color] increased by [color=""lime""][x][/color].",
Root/TooltipSkillUnarmedRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement][NameSkill] [color=""lightblue""]Base Damage[/color] increased by [color=""lime""][x][/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilitySacrament,Sacrament,
Root/AbilitySacramentDescription,All allies except the user get the status effect [StatusEffect].,
Root/AbilityDamnation,Damnation,
Root/AbilityDamnationDescription,Inflicts the target with the status effect [StatusEffect].,
Root/AbilitySupplication,Supplication,
Root/AbilitySupplicationDescription,Applies the status effect [StatusEffect] to an ally.,
Root/AbilityCondemnation,Condemnation,
Root/AbilityCondemnationDescription,Inflicts all enemies with the status effect [StatusEffect].,
Root/AbilityLitany,Litany,
Root/AbilityLitanyDescription,"All allies except the user regain 25% of their [color=""lightblue""]Hit Points[/color].",
Root/TooltipCombatBenedictionSacrament,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatBenedictionDamnation,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatBenedictionSupplication,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatBenedictionCondemnation,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatBenedictionLitany,[NameAbility][action]\n[DescriptionAbility],
Root/SkillBenediction,Benediction,
Root/SkillBenedictionDescription,"Governed by [color=""lightblue""]Sense[/color]. Benediction lets you use prayer for party-wide bonuses and targeted debuffs.",
Root/TooltipSkillBenedictionRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement]\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillBenedictionRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement]\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillBenedictionRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement]\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillBenedictionRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement]\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillBenedictionRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement]\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilityTyrsFavour,Tyr's Favour,
Root/AbilityTyrsFavourDescription,All Norse allies get the status effect [StatusEffect].,
Root/AbilityBaldersFavour,Balder's Favour,
Root/AbilityBaldersFavourDescription,All Norse allies get the status effect [StatusEffect].,
Root/AbilityThorsFavour,Thor's Favour,
Root/AbilityThorsFavourDescription,All Norse allies get the status effect [StatusEffect].,
Root/AbilityOdinsFavour,Odin's Favour,
Root/AbilityOdinsFavourDescription,All Norse allies get the status effect [StatusEffect].,
Root/AbilityLokisFavour,Loki's Favour,
Root/AbilityLokisFavourDescription,All Norse allies get the status effect [StatusEffect].,
Root/TooltipCombatGalderTyrsFavour,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatGalderBaldersFavour,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatGalderThorsFavour,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatGalderOdinsFavour,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatGalderLokisFavour,[NameAbility][action]\n[DescriptionAbility],
Root/SkillGalder,Galder,
Root/SkillGalderDescription,"Governed by [color=""lightblue""]Sense[/color]. Galder lets you use warcries for party-wide bonuses.",
Root/TooltipSkillGalderRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement]\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillGalderRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement]\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillGalderRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement]\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillGalderRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement]\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillGalderRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement]\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilityProtect,Protect,
Root/AbilityProtectDescription,"Raises the [color=""lightblue""]Damage Reduction[/color] of any adjacent friendly target to match the user's [color=""lightblue""]Damage Reduction[/color].",
Root/TooltipCombatProtectProtect,[NameAbility][action]\n[DescriptionAbility],
Root/SkillProtect,Protect,
Root/SkillProtectDescription,[DescriptionAbility],
Root/TooltipSkillProtectRank1,"[size=""16""][NameSkill][/size]\n[requirement]\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilityRestore,Restore,
Root/AbilityRestoreDescription,"Restores a portion of the target's [color=""lightblue""]Hit Points[/color], based on the rank of the skill. Provokes Attack of Opportunity.",
Root/AbilityCure,Cure,
Root/AbilityCureDescription,Removes most negative combat-specific status effects. Provokes Attack of Opportunity.,
Root/AbilityRevive,Revive,
Root/AbilityReviveDescription,"Brings an [color=""yellow""]Incapacitated[/color] ally back in action with a portion of their max [color=""lightblue""]Hit Points[/color] restored, equal to half the passive bonus of the user's Healing skill. Provokes Attack of Opportunity.",
Root/TooltipCombatHealingRestore,"[NameAbility][action]\nRestores [x]% [color=""lightblue""]Hit Points[/color] on the target.",
Root/TooltipCombatHealingRevive,"[NameAbility][action]\nBrings an incapacitated target back in action, with [y]% [color=""lightblue""]Hit Points[/color].",
Root/SkillHealing,Healing,
Root/SkillHealingDescription,"Governed by [color=""lightblue""]Sense[/color]. Heal followers during camping and combat, amount of restored hitpoints depends on Sense and the rank.",
Root/SkillHealingRank1,"Restores [x] [color=""lightblue""]Hit Points[/color]",
Root/SkillHealingRank2,"Restores [x] [color=""lightblue""]Hit Points[/color]",
Root/SkillHealingRank3,"Restores [x] [color=""lightblue""]Hit Points[/color]",
Root/SkillHealingRank4,"Restores [x] [color=""lightblue""]Hit Points[/color]",
Root/SkillHealingRank5,"Restores [x] [color=""lightblue""]Hit Points[/color]",
Root/TooltipSkillHealingRank1,"[size=""16""][NameSkill] Rank 1[/size]\nRestores [color=""lime""][x][/color] [color=""lightblue""]Hit Points[/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillHealingRank2,"[size=""16""][NameSkill] Rank 2[/size]\nRestores [color=""lime""][x][/color] [color=""lightblue""]Hit Points[/color].",
Root/TooltipSkillHealingRank3,"[size=""16""][NameSkill] Rank 3[/size]\nRestores [color=""lime""][x][/color] [color=""lightblue""]Hit Points[/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillHealingRank4,"[size=""16""][NameSkill] Rank 4[/size]\nRestores [color=""lime""][x][/color] [color=""lightblue""]Hit Points[/color].",
Root/TooltipSkillHealingRank5,"[size=""16""][NameSkill] Rank 5[/size]\nRestores [color=""lime""][x][/color] [color=""lightblue""]Hit Points[/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilityManoeuvring,Manoeuvring,
Root/AbilityManoeuvringDescription,Gives all allies 1 more hex of movement for that turn (even if they've spent all their actions).,
Root/AbilityInspire,Inspire,
Root/AbilityInspireDescription,Restores the target's Attack Action for this turn if they've already spent it.,
Root/AbilityRuse,Ruse,
Root/AbilityRuseDescription,Makes all enemies within a 2-hex radius of the target hex attempt to leave that area unless they are already engaged in melee.,
Root/TooltipCombatLeadershipManoeuvring,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatLeadershipInspire,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatLeadershipRuse,[NameAbility][action]\n[DescriptionAbility],
Root/SkillLeadership,Leadership,
Root/SkillLeadershipDescription,"Governed by [color=""lightblue""]Sense[/color]. Grants a bonus to both resistances and unlocks special conversation options.",
Root/SkillLeadershipRank1,"[color=""orange""]+[x][/color] to Resistances",
Root/SkillLeadershipRank2,"[color=""orange""]+[x][/color] to Resistances",
Root/SkillLeadershipRank3,"[color=""orange""]+[x][/color] to Resistances",
Root/SkillLeadershipRank4,"[color=""orange""]+[x][/color] to Resistances",
Root/SkillLeadershipRank5,"[color=""orange""]+[x][/color] to Resistances",
Root/TooltipSkillLeadershipRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement][color=""lightblue""]Resistances[/color] increased by [color=""lime""][x][/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillLeadershipRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement][color=""lightblue""]Resistances[/color] increased by [color=""lime""][x][/color].",
Root/TooltipSkillLeadershipRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement][color=""lightblue""]Resistances[/color] increased by [color=""lime""][x][/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillLeadershipRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement][color=""lightblue""]Resistances[/color] increased by [color=""lime""][x][/color].",
Root/TooltipSkillLeadershipRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement][color=""lightblue""]Resistances[/color] increased by [color=""lime""][x][/color].\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilitySpotTraps,Spot Traps,
Root/AbilitySpotTrapsDescription,"Grants the status effect [StatusEffect]. When a trap is revealed, the character will automatically stop.",
Root/AbilityDisarm,Disarm,
Root/AbilityDisarmDescription,Disarm a revealed trap in combat.,
Root/TooltipCombatSpotTrapsSpotTrap,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatSpotTrapsDisarm,[NameAbility][action]\n[DescriptionAbility],
Root/SkillSpotTraps,Spot Traps,
Root/SkillSpotTrapsDescription,"Governed by [color=""lightblue""]Perception[/color]. Spot traps on the ground in combat.",
Root/SkillSpotTrapsRank2,"[color=""orange""]+1[/color] Spot radius",
Root/TooltipSkillSpotTrapsRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement]\nYou gain a chance to spot non-combat traps.\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillSpotTrapsRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement]\nChance to spot non-combat traps is increased.\n\nSpot Trap now reveals all traps in a 1 hex radius around the character.",
Root/TooltipSkillSpotTrapsRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement]\nChance to spot non-combat traps is increased.\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilityTacticalMove,Tactical Move,
Root/AbilityTacticalMoveDescription,"[color=""lime""]Free for all characters.[/color]\nHalves the user's moves, but allows them to move through traps and Attacks of Opportunity without triggering them.",
Root/TooltipCombatTacticalMoveTacticalMove,[NameAbility][action]\n[DescriptionAbility],
Root/SkillTacticalMove,Tactical Move,
Root/SkillTacticalMoveDescription,[DescriptionAbility],
Root/TooltipSkillTacticalMoveRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement]\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilityTaunt,Taunt,
Root/AbilityTauntDescription,"Forces the target to move their full movement toward the user ([color=""lightblue""]Mental Resistance[/color]).",
Root/TooltipCombatTauntTaunt,[NameAbility][action]\n[DescriptionAbility],
Root/SkillTaunt,Taunt,
Root/SkillTauntDescription,[DescriptionAbility],
Root/TooltipSkillTauntRank1,"[size=""16""][NameSkill][/size]\n[requirement]\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/AbilityDemoralise,Demoralise,
Root/AbilityDemoraliseDescription,Inflicts all enemies with the status effect [StatusEffect].,
Root/AbilityPoison,Poison,
Root/AbilityPoisonDescription,The target gets the status effect [StatusEffect].,
Root/AbilityDust,Dust,
Root/AbilityDustDescription,"Blows dust into the faces of anyone occupying the 3 front facing hexes, which inflicts [StatusEffect].",
Root/AbilityTalon,Talon,
Root/AbilityTalonDescription,"Has a 50% chance to inflict [StatusEffect], 25% chance to inflict [StatusEffect1], and 25% chance to inflict [StatusEffect2].",
Root/AbilitySuggestion,Suggestion,
Root/AbilitySuggestionDescription,The target gets the status effect [StatusEffect].,
Root/TooltipCombatWitchcraftDemoralise,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatWitchcraftPoison,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatWitchcraftDust,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatWitchcraftTalon,[NameAbility][action]\n[DescriptionAbility],
Root/TooltipCombatWitchcraftSuggestion,[NameAbility][action]\n[DescriptionAbility],
Root/SkillWitchcraft,Witchcraft,
Root/SkillWitchcraftDescription,"Governed by [color=""lightblue""]Sense[/color]. Converts Herbs into Medicine and grants debuff abilities for combat.",
Root/SkillWitchcraftRank1,"Converts [color=""orange""][x][/color] Herbs into Medicine",
Root/SkillWitchcraftRank2,"Converts [color=""orange""][x][/color] Herbs into Medicine",
Root/SkillWitchcraftRank3,"Converts [color=""orange""][x][/color] Herbs into Medicine",
Root/SkillWitchcraftRank4,"Converts [color=""orange""][x][/color] Herbs into Medicine",
Root/SkillWitchcraftRank5,"Converts [color=""orange""][x][/color] Herbs into Medicine",
Root/TooltipSkillWitchcraftRank1,"[size=""16""][NameSkill] Rank 1[/size]\nConverts [color=""lime""][x][/color] Herbs into Medicine.\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillWitchcraftRank2,"[size=""16""][NameSkill] Rank 2[/size]\nConverts [color=""lime""][x][/color] Herbs into Medicine.\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillWitchcraftRank3,"[size=""16""][NameSkill] Rank 3[/size]\nConverts [color=""lime""][x][/color] Herbs into Medicine.\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillWitchcraftRank4,"[size=""16""][NameSkill] Rank 4[/size]\nConverts [color=""lime""][x][/color] Herbs into Medicine.\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/TooltipSkillWitchcraftRank5,"[size=""16""][NameSkill] Rank 5[/size]\nConverts [color=""lime""][x][/color] Herbs into Medicine.\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/SkillArmoursmithing,Armoursmithing,
Root/SkillArmoursmithingDescription,Adds the ability to craft helmets and armour.,
Root/SkillArmoursmithingRank1,"Craft [color=""orange""]Tier 2[/color] armour and helmets",
Root/SkillArmoursmithingRank2,"Craft [color=""orange""]Tier 3[/color] armour and helmets",
Root/SkillArmoursmithingRank3,"Craft [color=""orange""]Tier 4[/color] armour and helmets",
Root/SkillArmoursmithingRank4,"Craft [color=""orange""]Tier 5[/color] armour and helmets",
Root/TooltipSkillArmoursmithingRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement]Adds the ability to craft Tier 2 armour and Tier 1 and 2 helmets.",
Root/TooltipSkillArmoursmithingRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement]Adds the ability to craft Tier 3 armour and helmets.",
Root/TooltipSkillArmoursmithingRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement]Adds the ability to craft Tier 4 armour and helmets.",
Root/TooltipSkillArmoursmithingRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement]Adds the ability to craft Tier 5 armour and helmets.",
Root/SkillArtisan,Artisan,
Root/SkillArtisanDescription,Gives the character a chance to add a Special Property to the items they craft.,
Root/SkillArtisanRank1,"[color=""orange""][x]%[/color] chance",
Root/SkillArtisanRank2,"[color=""orange""][x]%[/color] chance",
Root/SkillArtisanRank3,"[color=""orange""][x]%[/color] chance",
Root/TooltipSkillArtisanRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement][color=""lime""][x]%[/color] chance to add Special Property.",
Root/TooltipSkillArtisanRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement][color=""lime""][x]%[/color] chance to add Special Property.",
Root/TooltipSkillArtisanRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement][color=""lime""][x]%[/color] chance to add Special Property.",
Root/SkillConstitution,Constitution,
Root/SkillConstitutionDescription,Halves the Deterioration Risk for Infections.,
Root/TooltipSkillConstitutionRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillCooking,Cooking,
Root/SkillCookingDescription,Adds a chance to give party bonuses during camping.,
Root/SkillCookingRank1,"[color=""orange""]+10%[/color] Chance to get [color=""yellow""]Well Fed[/color], [color=""orange""]+[x]%[/color] Chance to get [color=""orange""][x1][/color] Ration",
Root/SkillCookingRank2,"[color=""orange""]+20%[/color] Chance to get [color=""yellow""]Well Fed[/color], [color=""orange""]+[x]%[/color] Chance to get [color=""orange""][x1][/color] Rations",
Root/SkillCookingRank3,"[color=""orange""]+30%[/color] Chance to get [color=""yellow""]Well Fed[/color], [color=""orange""]+[x]%[/color] Chance to get [color=""orange""][x1][/color] Rations",
Root/SkillCookingRank4,"[color=""orange""]+40%[/color] Chance to get [color=""yellow""]Well Fed[/color], [color=""orange""]+[x]%[/color] Chance to get [color=""orange""][x1][/color] Rations",
Root/SkillCookingRank5,"[color=""orange""]+50%[/color] Chance to get [color=""yellow""]Well Fed[/color], [color=""orange""]+[x]%[/color] Chance to get [color=""orange""][x1][/color] Rations",
Root/TooltipSkillCookingRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement][color=""lime""]+10%[/color] Chance to get [color=""yellow""]Well Fed[/color], [color=""lime""]+[x]%[/color] Chance to get [x1] Ration.",
Root/TooltipSkillCookingRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement][color=""lime""]+20%[/color] Chance to get [color=""yellow""]Well Fed[/color], [color=""lime""]+[x]%[/color] Chance to get [x1] Rations.",
Root/TooltipSkillCookingRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement][color=""lime""]+30%[/color] Chance to get [color=""yellow""]Well Fed[/color], [color=""lime""]+[x]%[/color] Chance to get [x1] Rations.",
Root/TooltipSkillCookingRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement][color=""lime""]+40%[/color] Chance to get [color=""yellow""]Well Fed[/color], [color=""lime""]+[x]%[/color] Chance to get [x1] Rations.",
Root/TooltipSkillCookingRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement][color=""lime""]+50%[/color] Chance to get [color=""yellow""]Well Fed[/color], [color=""lime""]+[x]%[/color] Chance to get [x1] Rations.",
Root/SkillCrafting,Crafting,
Root/SkillCraftingDescription,Adds the ability to craft weapons.,
Root/SkillCraftingRank1,"Craft [color=""orange""]Tier 1[/color] weapons",
Root/SkillCraftingRank2,"Craft [color=""orange""]Tier 2[/color] weapons",
Root/SkillCraftingRank3,"Craft [color=""orange""]Tier 3[/color] weapons",
Root/SkillCraftingRank4,"Craft [color=""orange""]Tier 4[/color] weapons",
Root/SkillCraftingRank5,"Craft [color=""orange""]Tier 5[/color] weapons",
Root/TooltipSkillCraftingRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement]Adds the ability to craft Tier 1 weapons.",
Root/TooltipSkillCraftingRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement]Adds the ability to craft Tier 2 weapons.",
Root/TooltipSkillCraftingRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement]Adds the ability to craft Tier 3 weapons.",
Root/TooltipSkillCraftingRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement]Adds the ability to craft Tier 4 weapons.",
Root/TooltipSkillCraftingRank5,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement]Adds the ability to craft Tier 5 weapons.",
Root/SkillDiplomacy,Diplomacy,
Root/SkillDiplomacyDescription,Unlocks special dialogue options.,
Root/SkillDiplomacyRank1,"Unlock [color=""orange""]Diplomacy 1[/color] options",
Root/SkillDiplomacyRank2,"Unlock [color=""orange""]Diplomacy 2[/color] options",
Root/SkillDiplomacyRank3,"Unlock [color=""orange""]Diplomacy 3[/color] options",
Root/SkillDiplomacyRank4,"Unlock [color=""orange""]Diplomacy 4[/color] options",
Root/SkillDiplomacyRank5,"Unlock [color=""orange""]Diplomacy 5[/color] options",
Root/TooltipSkillDiplomacyRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement]Unlocks special dialogue options.",
Root/TooltipSkillDiplomacyRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement]Unlocks special dialogue options.",
Root/TooltipSkillDiplomacyRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement]Unlocks special dialogue options.",
Root/TooltipSkillDiplomacyRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement]Unlocks special dialogue options.",
Root/TooltipSkillDiplomacyRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement]Unlocks special dialogue options.",
Root/SkillGuarding,Guarding,
Root/SkillGuardingDescription,Increases the security during camping for 1 shift.,
Root/SkillGuardingRank1,"[color=""orange""]+[x]%[/color] Camp Security",
Root/SkillGuardingRank2,"[color=""orange""]+[x]%[/color] Camp Security",
Root/SkillGuardingRank3,"[color=""orange""]+[x]%[/color] Camp Security",
Root/SkillGuardingRank4,"[color=""orange""]+[x]%[/color] Camp Security",
Root/SkillGuardingRank5,"[color=""orange""]+[x]%[/color] Camp Security",
Root/TooltipSkillGuardingRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement][color=""lime""]+[x]%[/color] Security during camping.",
Root/TooltipSkillGuardingRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement][color=""lime""]+[x]%[/color] Security during camping.",
Root/TooltipSkillGuardingRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement][color=""lime""]+[x]%[/color] Security during camping.",
Root/TooltipSkillGuardingRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement][color=""lime""]+[x]%[/color] Security during camping.",
