key,原文,译文
Root/CombatResultsLabelUtilityItems,Utility Items,
Root/CombatResultsLabelEquipment,Equipped Items,
Root/CombatResultsDurabilityGrammar,"[olddurability] → [color=""red""][newdurability][/color]",
Root/CombatResultsImproved,"[color=""orange""]Improved![/color]",
Root/CombatResultsLost,"[color=""red""]Item lost![/color]",
Root/CombatResultsNoNewInjuries,No new injuries,
Root/CombatResultsExistingInjuries,Existing injuries,
Root/CombatResultsNoExistingInjuries,"[color=""gray""]No existing injuries[/color]",
Root/CombatResultsUtilityItemGrammar,"[color=""red""]-[itemshift][/color]",
Root/TooltipCombatBarSwitchWeapons,Switch between the character's two weapon sets freely until you make an attack.,
Root/TooltipCombatBarCharacterInfo,"When this button is active, clicking on any character in combat will display detailed information about that character. With allies, you will be able to re-arrange abilities.",
Root/TooltipCombatBarNonLethal,Toggle non-lethal attacks. Characters will no longer land critical attacks.,
Root/CombatDetailedCharacterWeaponSet1,Active Set,
Root/CombatDetailedCharacterWeaponSet2,Secondary Set,
Root/TooltipCombatSeparator,"[color=""white""], [/color]",
Root/TooltipCombatNoStatusEffect,"[color=""white""]No status effects[/color]",
Root/TooltipCombatEnemy,"[size=""16""][name][/size][requirement]\n[difficulty] [archetype]\n[aoo]\nHitpoints: [color=""orange""][hp1] / [hp2][/color]\n[shield]\nDamage: [color=""orange""][dmg1] - [dmg2][/color] ([color=""orange""][ap][/color] AP)\nCritical: [color=""orange""][targetcrit]%[/color]\n\nDR Melee: [color=""orange""][drmelee]%[/color]\nDR Ranged: [color=""orange""][drranged]%[/color]\n\nPhysical Resist: [color=""orange""][physresist]%[/color]\nMental Resist: [color=""orange""][mentresist]%[/color]\nMovement: [color=""orange""][moves][/color][color=""lime""][flanked][/color][color=""red""][cover][/color]\n\n[tohitchance][size=""18""][color=""lime""][dmgtodeal1] - [dmgtodeal2][/color][/size] expected damage\n[size=""18""][color=""lime""][targetap][/color][/size] Armour Piercing damage\n[size=""18""][color=""lime""][crit]%[/color][/size] chance to crit",
Root/TooltipCombatAlly,"[size=""16""][name][/size][requirement]\n[difficulty] [archetype]\n[aoo]\nHitpoints: [color=""orange""][hp1] / [hp2][/color]\n[shield]\nDamage: [color=""orange""][dmg1] - [dmg2][/color] ([color=""orange""][targetap][/color] AP)\nCritical: [color=""orange""][targetcrit]%[/color]\n\nDR Melee: [color=""orange""][drmelee]%[/color]\nDR Ranged: [color=""orange""][drranged]%[/color]\n\nPhysical Resist: [color=""orange""][physresist]%[/color]\nMental Resist: [color=""orange""][mentresist]%[/color]\nMovement: [color=""orange""][moves] / [movement][/color][color=""red""][flanked][/color][color=""lime""][cover][/color]",
Root/TooltipCombatShield,"Absorption: [color=""orange""][ab1] / [ab2][/color]\nBlock Chance: [color=""orange""][block]%[/color]\n",
Root/NotificationSkillpoint,Skillpoint received,
Root/NotificationSkillpoints,Skillpoints received,
Root/NotificationSkillpointsPrompt,Press [[hotkey]] to assign,
Root/NotificationCharacterFollow,[charactername] is now following you,
Root/NotificationCharacterUnfollow,[charactername] is no longer following you,
Root/NotificationCharacterJoinParty,[charactername] has joined your hird!,
Root/NotificationCharacterLeaveParty,[charactername] has left your hird,
Root/NotificationCharacterPrompt,Press [[hotkey]] to view followers,
Root/NotificationPowerIncreased,Clan Power increased,
Root/NotificationPowerDecreased,Clan Power reduced,
Root/NotificationProsperityIncreased,Clan Prosperity increased,
Root/NotificationProsperityDecreased,Clan Prosperity reduced,
Root/NotificationUpgradeComplete,Homestead [upgradename] completed!,
Root/NotificationHomesteadStatsPrompt,Press [[hotkey]] to view Homestead,
Root/NotificationReputationChanged,[faction] consider you [reputation],
Root/NotificationReputationPrompt,Press [[hotkey]] to view reputation,
Root/NotificationFactionEncountered,You have met a new faction [faction],
Root/NotificationQuestAdded,New quest: [questname],
Root/NotificationQuestUpdated,[questname] updated,
Root/NotificationQuestOpenPrompt,Press [[hotkey]] to track this quest,
Root/NotificationQuestClosed,[questname] finished,
Root/NotificationQuestClosedPrompt,Press [[hotkey]] to view goals,
Root/NotificationAreaDiscovered,[areaname] revealed on map,
Root/NotificationAreaDiscoveredPrompt,Reach a way marker to open the Campaign Map,
Root/PlayerMessageLog,Player Message Log,
Root/PlayerMessageAttackOfOpportunity,[y] has provoked an attack of opportunity from [x].,
Root/PlayerMessageAttackBlockDamage,"[y] blocked an attack by [x], and the shield took [z] damage.",
Root/PlayerMessageAttackBlockFully,"[y] blocked an attack by [x], and all damage was deflected.",
Root/PlayerMessageCriticalDamage,[x] landed a critical hit on [y] and dealt [z] damage.,
Root/PlayerMessageAttackDamage,[x] attacked [y] and dealt [z] damage.,
Root/PlayerMessageAttackMiss,[y] dodged an attack by [x].,
Root/PlayerMessageIncapacitated,[y] was incapacitated.,
Root/PlayerMessageKilled,[y] was killed!,
Root/PlayerMessageStatusEffectDamage,"[y] sustained [z] damage from the [color=""yellow""][StatusEffectName][/color] status effect.",
Root/PlayerMessageCombatInjury,[x] has sustained a [injury] to the [location].,
Root/PlayerMessagePlaceTrap,[x] prepared a trap for the enemy.,
Root/PlayerMessageTrashItem,"[x] has fallen apart, [y] have lost the item!",
Root/PlayerMessageInventoryTrashItem,"[x] has fallen apart, your party has lost the item!",
Root/PlayerMessageDiscardItem,"You've salvaged [x], which yielded [y] [z].",
Root/PlayerMessageGainItem,You've gained one [x].,
Root/PlayerMessageLoseItem,You've lost one [x].,
Root/PlayerMessageReceiveItem,You've received [item].,
Root/PlayerMessageTakenItem,You've lost [item].,
Root/PlayerMessageGainResource,You've gained [x] [y].,
Root/PlayerMessageLoseResource,You've lost [x] [y].,
Root/PlayerMessageGainCraftingResource,You've gained [x] [y].,
Root/PlayerMessageLoseCraftingResource,You've lost [x] [y].,
Root/PlayerMessageHomesteadUpgradeComplete,The [name] upgrade has been completed!,
Root/PlayerMessageHomesteadUpgradeStatIncrease,Your village's [x] has increased to [y].,
Root/PlayerMessageMoraleIncreaseAll,"All your followers have [color=""lime""]gained[/color] morale!",
Root/PlayerMessageMoraleIncrease,"Your [color=""yellow""][x][/color] followers have [color=""lime""]gained[/color] morale!",
Root/PlayerMessageMoraleIncreaseSpecific,"[x] has [color=""lime""]gained[/color] morale!",
Root/PlayerMessageMoraleDecreaseAll,"All your followers have [color=""red""]lost[/color] morale!",
Root/PlayerMessageMoraleDecrease,"Your [color=""yellow""][x][/color] followers have [color=""red""]lost[/color] morale!",
Root/PlayerMessageMoraleDecreaseSpecific,"[x] has [color=""red""]lost[/color] morale!",
Root/PlayerMessageStatusEffectAdded,[x] has become [y],
Root/PlayerMessageStatusEffectRemoved,[x] is no longer [y],
Root/PlayerMessageSaveGameFailureCombat,You cannot save during combat.,
Root/PlayerMessageSaveGameFailureGeneral,You cannot save at this time.,
Root/PlayerMessageCombatAbilityUse,"[caster] uses [color=""orange""][ability][/color].",
Root/PlayerMessageCombatAbilityUseTarget,"[caster] uses [color=""orange""][ability][/color] on [target].",
Root/PlayerMessageCombatAbilityUseTargetDamage,"[caster] uses [color=""orange""][ability][/color] on [target] and deals [dmg] damage.",
Root/PlayerMessageCombatRevived,[name] is back on their feet.,
Root/PlayerMessageTriggerTrap,[name] has triggered a trap and sustained a [injury] injury.,
Root/Morale0,Mutinous,
Root/Morale1,Appalled,
Root/Morale2,Appalled,
Root/Morale3,Disgruntled,
Root/Morale4,Disgruntled,
Root/Morale5,Disgruntled,
Root/Morale6,Hesitant,
Root/Morale7,Hesitant,
Root/Morale8,Hesitant,
Root/Morale9,Indifferent,
Root/Morale10,Indifferent,
Root/Morale11,Indifferent,
Root/Morale12,Pleased,
Root/Morale13,Pleased,
Root/Morale14,Pleased,
Root/Morale15,Loyal,
Root/Morale16,Loyal,
Root/Morale17,Loyal,
Root/Morale18,Devoted,
Root/Morale19,Devoted,
Root/Morale20,Unwavering,
Root/MoraleSpecial,Heroic,
Root/GameOverTitle,Game Over,
Root/GameOverDescription,Your saga has come to a premature end. You should be more vigilant in the future.,
Root/QuestGoalAdded,New goal,
Root/QuestGoalUpdated,Goal updated,
Root/QuestGoalCompleted,Goal completed,
Root/QuestGoalFailed,Goal failed,
Root/QuestAdded,New Quest,
Root/QuestCompleted,Quest completed,
Root/QuestFailed,Quest failed,
Root/LaidStoneOnCairn,You've discovered a cairn.,
Root/ReputationIncreased,Your reputation with [x] has increased by [y].,
Root/ReputationDecreased,Your reputation with [x] has decreased by [y].,
Root/QuestSkillPointsAwardedIndividual,[x] has received [y] skill points.,
Root/QuestSkillPointsAwardedParty,Each hirdman has received [y] skill points.,
Root/QuestLocationGrammar,"[x], [y]. [z] - [color=""orange""][u][/color]",
Root/QuestTimeGrammar,[x] [y],
Root/QuestStatusClosed,Closed,
Root/QuestStatusActive,Active,
Root/QuestStatusCurrent,Tracking,
Root/QuestMultiGoal,"[color=""orange""] ([x]/[y])[/color]",
Root/QuestOptional,"[color=""lightblue""](Optional)[/color] [x]",
Root/QuestActiveQuest,"Press ""[keybinding]"" to Track this Quest",
Root/QuestTooltipActiveQuest,"Tracks this quest, which will show the goals for this quest during exploration and on the area map.",
Root/FactionGeneral,General,
Root/FactionClansmen,Clansmen,
Root/FactionJelling,Jelling,
Root/FactionRibe,Ribe,
Root/FactionNorthmen,Northmen,
Root/FactionNorthumbria,Northumbria,
Root/FactionMercia,Mercia,
Root/FactionPicts,Picts,
Root/FactionGaels,Gaels,
Root/FactionOutlaws,Outlaws,
Root/ReputationReviled,Reviled,
Root/ReputationHated,Hated,
Root/ReputationDisliked,Disliked,
Root/ReputationSuspected,Suspected,
Root/ReputationNeutral,Neutral,
Root/ReputationTolerated,Tolerated,
Root/ReputationRespected,Respected,
Root/ReputationLoved,Loved,
Root/ReputationIdolised,Idolised,
Root/CampaignDenmark,Denmark,
Root/CampaignBritain,Britain,
Root/CampaignWorldMap,North Sea,
Root/SceneHomestead,Skjern,
Root/SceneHomesteadDescription,"Your homestead, a small village on the coast of a bay.",
Root/SceneHomesteadForest,Skjern Forest,
Root/SceneHomesteadForestDescription,The forests on the outskirts of your homestead.,
Root/SceneHomesteadFarm,Erlingr's Farm,
Root/SceneHomesteadFarmDescription,The homestead of Erlingr Thorgislsson and his family.,
Root/SceneHomesteadSummer,Skjern,
Root/SceneHomesteadSummerDescription,"Your homestead, a small village on the coast of a bay.",
Root/SceneDenmarkRibe,Ribe,
Root/SceneDenmarkRibeDescription,The seat of Jarl Ragnhildr and capital of the Danes.,
Root/SceneDenmarkMarsh,Marsh,
Root/SceneDenmarkMarshDescription,The marsh near Ribe is often used by travellers to and from Saxony.,
Root/SceneDenmarkSkerninge,Skerninge,
Root/SceneDenmarkSkerningeDescription,A rural area on Funen with an ancient passage grave.,
Root/SceneDenmarkAlthing,Althing,
Root/SceneDenmarkJelling,Jelling,
Root/SceneCampDenmarkForestDeep,Forest Campsite,
Root/SceneCampDenmarkForestTinyValley,Forest Clearing Campsite,
Root/SceneCampDenmarkMarsh,Marsh Campsite,
Root/SceneCampDenmarkMarshHillCenter,Marsh Hill Campsite,
Root/SceneCampDenmarkPlains,Plains Campsite,
Root/SceneCampDenmarkPlainsHillNearby,Plains Hill Campsite,
Root/SceneTravelDenmarkRoad,Winding Road,
Root/SceneBritainScarborough,Beach Village (Scarborough),
Root/SceneBritainScarboroughDescription,Idyllic beach village near a monastery.,
Root/SceneBritainYork,Eoforwic (York),
Root/SceneBritainYorkDescription,Capital of Northumbria.,
Root/SceneBritainYorkDungeon,Eoforwic (York) Dungeon,
Root/SceneBritainYorkDungeonDescription,The dungeon underneath york.,
Root/SceneBritainYngilwood,Yngilwood,
Root/SceneBritainYngilwoodDescription,Deep forest just south of Hadrian's Wall.,
Root/SceneBritainChester,Legacæstir (Chester),
Root/SceneBritainChesterDescription,Ruins of a Roman settlement.,
Root/SceneBritainHadriansWall,Hadrian's Wall,
Root/SceneBritainHadriansWallDescription,A milecastle along the old Roman wall.,
Root/SceneBritainLindisfarne,Lindisfarne,
Root/SceneBritainLindisfarneDescription,Large and rich monastery on an isolated island.,
Root/SceneBritainPlains,Plains,
Root/SceneBritainPlainsDescription,Green rolling plains in the north of Northumbria.,
Root/SceneBritainSwamp,Swamp,
Root/SceneBritainSwampDescription,Wild wetlands near Northumbria's border to Mercia.,
Root/SceneBritainPerth,Perth,
Root/SceneBritainPerthDescription,Capital of Pictavia at the highest point along the river Tay.,
Root/SceneBritainDunPhris,Dún Phris,
Root/SceneBritainDunPhrisDescription,A small village just north of Hadrian's wall.,
Root/SceneBritainSeahenge,Seahenge,
Root/SceneBritainSeahengeDescription,An ancient celtic site of worship on the coast of Pictavia.,
Root/SceneBritainConallFarm,Mac Domnaill's Farm,
Root/SceneBritainConallFarmDescription,A small farm on the coast of Loch Lomond.,
Root/SceneBritainRavine,Ravine,
Root/SceneBritainRavineDescription,Lush wooded ravine in the lowlands of Pictavia.,
Root/SceneBritainDonncoirceHomestead,Donncoirce Homestead,
Root/SceneBritainDonncoirceHomesteadDescription,The rich homestead of the Gaelic King.,
Root/SceneBritainRaiderCamp,Raider Camp,
Root/SceneBritainRaiderCampDescription,Viking raiders have made camp on the coast of Dál Riata.,
Root/SceneBritainRoadsideCamp,Roadside Camp,
Root/SceneBritainRoadsideCampDescription,A group of anglo-saxon warriors have made camp beside a rural road.,
Root/SceneBritainMountainCaveEntrance,Mountain Cave,
Root/SceneBritainMountainCaveEntranceDescription,A large cave in the Pictish highlands.,
Root/SceneBritainAvalon,Avalon,
Root/SceneBritainAvalonDescription,The legendary island said to be the resting place of a great hero.,
Root/SceneBritainMonastery01,Chapel Finian,
Root/SceneBritainMonastery01Description,A small chapel built as a haven for pilgrims.,
Root/SceneBritainMonastery02,Saint Wilfrid's Church,
Root/SceneBritainMonastery02Description,A centrally placed and wealthy church.,
Root/SceneBritainMonastery03,Aberlemno Kirk,
Root/SceneBritainMonastery03Description,A large and wealthy stone church.,
Root/SceneBritainScotlandForestClearing,Forest Clearing,
Root/SceneBritainScotlandForestClearingDescription,Small clearing deep in a coniferous forest.,
Root/SceneBritainCoastalTown01,Fishing Village,
Root/SceneBritainCoastalTown01Description,A small fishing village. Open for trade. Vulnerable to attack.,
Root/SceneBritainTreasureCave,Flooded Cave,
Root/SceneBritainTreasureCaveDescription,A well hidden cave at the base of coastal cliffs.,
Root/SceneTravelBritainEnglandRoad,Rural Road,
Root/SceneTravelBritainScotlandRoad,Highland Road,
Root/SceneTravelBritainAmbushForest,Forest ambush,
Root/SceneTravelBritainAmbushMarsh,Moor ambush,
Root/SceneTravelBritainAmbushMountain,Mountain ambush,
Root/SceneTravelBritainAmbushPlains,Rural ambush,
Root/SceneTravelBritainAmbushRoad,Road ambush,
Root/SceneCampBritishForest,Forest Campsite,
Root/SceneCampBritishPlainsTree,Plains Tree Campsite,
Root/SceneCampBritishPlainsSmallHill,Plains Hill Campsite,
Root/SceneCampBritishSwampForest,Swamp Campsite,
Root/SceneCampBritishFarmhouse,Abandoned Farmhouse Campsite,
Root/SceneCampBritishMountainsPlateau,Mountain Plateau Campsite,
Root/SceneCampBritainRoad,Roadside Campsite,
Root/SceneCampBritainScotlandForest,Forest Campsite,
Root/SceneWorldOrkney,Orkneyjar,
Root/SceneWorldOrkneyDescription,\nNorse settlement on the stark islands between Britain and Norway.,
Root/SceneDreamGrimnir01,Helheimr,
Root/SceneDreamGrimnir02,Hlidskjalf,
Root/SceneDreamGrimnir03,Ragnarøkr,
Root/SceneCampaign00-Denmark,Map of Denmark,
Root/SceneCampaign01-EnglandScotland,Map of Britain,
Root/SceneWorldMap,Map of the North Sea,
Root/CampaignMapTerrainType,"[color=""silver""][x][/color]",
Root/CampaignSceneSunrise,"[size=""16""]Sunrise[/size]",
Root/CampaignSceneSunset,"[size=""16""]Sunset[/size]",
Root/CampaignSceneFatiguedIconTooltip,"[size=""16""]Fatigued Characters[/size]\n\n[fatiguedcharacters]",
Root/CampaignSceneTooltipResources,"\n\n[size=""12""][color=""silver""]In need of:[/color] [color=""red""][x][/color]\n[color=""silver""]In abundance:[/color] [color=""orange""][y][/color][/size]",
Root/CampaignSceneTooltipTime,"\n\n[size=""12""][i][color=""silver""]Travel Time:[/color] [x][/i][/size]",
Root/CampaignSceneTooltip,"[size=""16""][name][/size]\n[description][time]",
Root/CampaignSceneTooltipCamp,"[size=""16""][name][occupied][/size][stats][time]",
Root/CampaignSceneTooltipCampStats,"\n[x] food, [y] shelter, [z] security",
Root/CampaignOtherTooltip,"[size=""16""][name][/size][time]",
Root/CampaignSceneTooltipNewLocation,You discovered a new location!,
Root/CampaignSceneCampOccupied,"\n[color=""red""]Occupied[/color]",
Root/CampaignSpotLooted,+ [nr] [item],
Root/MarkerQuest,Quest Marker,
Root/MarkerTrade,Trade,
Root/MarkerPlayer,Your Character,
Root/MarkerFollower,Followers,
Root/MarkerCairn,Cairn,
Root/MarkerCamp,Campsite,
Root/MarkerLootSpot,Scouted Area,
Root/MarkerMonastery,Monastary,
Root/MarkerUnknown,Unknown,
Root/MarkerPlain,Plains,
Root/CampaignEnterArea,Enter Area,
Root/CampaignEnterAreaDialogueBoxTitle,Entering new area,
Root/CampaignEnterAreaDialogueBoxDescription,Are you sure you want to leave the campaign map and enter [x]?,
Root/CampaignEnterOccupiedArea,Campsite is occupied,
Root/CampaignEnterOccupiedAreaDialogueBoxDescription,This campsite is occupied by someone else. Do you want to attack and attempt to capture it?,
Root/CampaignMapLegend,Legend,
Root/AreaMapHeadline,LOCAL AREA,
Root/MapLegendActiveQuest,Active Quest,
Root/MapLegendCairn,Cairn,
Root/MapLegendCampsite,Campsite,
Root/MapLegendEnemy,Enemy,
Root/MapLegendMonastery,Monastery,
Root/MapLegendPlayer,Player,
Root/MapLegendQuest,Quest,
Root/MapLegendTitle,Legend,
Root/MapLegendTown,Town,
Root/MapLegendTradepost,Trade Post,
Root/MapLegendUnknown,Undiscovered,
Root/MapLegendVillage,Village,
Root/MapLegendPOI,Point of Interest,
Root/MapLegendWaymarker,Travel Point,
Root/TooltipMapLegendCompass,"The compass shows you the cardinal directions, in relation to the map.",
Root/TerrainTypeWater,Water,
Root/TerrainTypeForest,Forest,
Root/TerrainTypePlains,Plains,
Root/TerrainTypeMarsh,Marsh,
Root/TerrainTypeBridge,Bridge,
Root/TerrainTypeRoads,Road,
Root/TerrainTypeMountains,Mountains,
Root/TerrainTypeOffRoad,Off-Road,
Root/PartyMembersCount,"[x] [color=""silver""]Hirdmen[/color]",
Root/PartyMembersFatigued,"[x] [color=""silver""]Fatigued[/color]",
Root/PartyMembersInjured,"[x] [color=""silver""]Injured[/color]",
Root/PartyMembersAverageMorale,"[i][x][/i] [color=""silver""]([y])[/color]",
Root/PartyMembersHungry,"[x] [color=""silver""]Hungry[/color]",
Root/PartyMembersStarving,"[x] [color=""silver""]Starving[/color]",
Root/TooltipAreaMapPlayer,Your Hird,
Root/TooltipAreaMapCampaignMap,Campaign Map,
Root/CompassNorth,North,
Root/CompassNorthAbbreviated,N,
Root/CombassWest,West,
Root/CompassWestAbbreviated,W,
Root/CompassEast,East,
Root/CompassEastAbbreviated,E,
Root/CompassSouth,South,
Root/CompassSouthAbbreviated,S,
Root/confirm,Confirm,
Root/ok,Okay,
Root/cancel,Cancel,
Root/yes,Yes,
Root/no,No,
Root/close,Close,
Root/dismiss,Dismiss,
Root/Continue,Continue,
Root/you,You,
Root/Accept,Accept,
Root/Rank,Rank,
Root/Shift,Shift,
Root/Shifts,Shifts,
Root/Purchase,Purchase,
Root/GeneralVersion,Version,
Root/DialogueContinue,Continue.,
Root/DialogueEndDialogue,End dialogue.,
Root/DialogueOpenTrade,Open trade.,
Root/DialogueSelectFollower,Select hirdman,
Root/DialogueSelectFollowerAmount,[x] selected. [y] maximum allowed.,
Root/DialogueSelectFollowerEnterScene,Who should go with you?,
Root/PartySelectionAbsentFollower,"[color=""grey""]Absent[/color]",
Root/PartySelectionTitle,Party Selection,
Root/PartySelectionCreateNewButton,Create New,
Root/PartySelectionCreateNewDescription,Click to add a Hirdman,
Root/PartySelectionDismissTooltip,"Dismiss this Hirdman, freeing up the slot for another.",
Root/PartySelectionSelectExistingButton,Select Existing,
Root/PartySelectionSelectExistingTitle,Select Existing Hirdman,
Root/PartySelectionSelectExistingSubtitle,Who should join your expedition?,
Root/PartySelectionLocked,Locked,
Root/PartySelectionCancelPromptTitle,Quit Party Selection?,
Root/PartySelectionCancelPromptDescription,"Any changes you've made to your party will be undone, but any mercenaries you've created will be saved.",
Root/PartySelectionCancelPromptDescriptionToCharCreation,Any changes you've made to your party will be undone.,
Root/PartySelectionConfirmTitle,Accept current party?,
Root/PartySelectionConfirmDescriptionDenmark,You can come back here later to recruit more if you need to.,
Root/PartySelectionConfirmDescriptionBritain,"You won't be able to manage your party after this point, make sure you're happy with your selection before you proceed.",
Root/FollowerDeathName,"[color=""brown""][name] has perished[/color]",
Root/FollowerDeathCause,"[name] has succumbed to a\n[color=""brown""][severity] [injury type][/color]",
Root/CharacterNameGrammarInventory,[x][y][z],
Root/CharacterNameGrammarNameplate,[x][z],
Root/CharacterNameGrammarDialogue,[x],
Root/CharacterPatronymGrammarNorse,[x][y],
Root/CharacterPatronymGrammarAngloSaxon,[x][y],
Root/CharacterPatronymGrammarGaelic,[y] [x],
Root/SonOfNorse,son,
Root/DaughterOfNorse,dottir,
Root/SonOfAngloSaxon,sunu,
Root/DaughterOfAngloSaxon,dohtor,
Root/SonOfGaelic,mac,
Root/DaughterOfGaelic,ingen,
Root/TraitAggressive,Aggressive,
Root/TraitPeaceful,Peaceful,
Root/TraitShifty,Cunning,
Root/TraitHonourable,Honourable,
Root/TraitConceited,Conceited,
Root/TraitOpenMinded,Open Minded,
Root/TraitSuperstitious,Superstitious,
Root/TraitSceptical,Sceptical,
Root/TraitGreedy,Greedy,
Root/TraitAltruistic,Altruistic,
Root/TraitIndependent,Independent,
Root/TraitCooperative,Cooperative,
Root/TraitPessimistic,Pessimistic,
Root/TraitOptimistic,Optimistic,
Root/ResourceHerbs,Herbs,
Root/ResourceHerbsSingular,Herb,
Root/ResourceHides,Hides,
Root/ResourceHidesSingular,Hide,
Root/ResourceMeat,Meat,
Root/ResourceMeatSingular,Meat,
Root/ResourceMedicine,Medicine,
Root/ResourceMedicineSingular,Medicine,
Root/ResourceRations,Rations,
Root/ResourceRationsSingular,Ration,
Root/ResourceSalvage,Salvage,
Root/ResourceSalvageSingular,Salvage,
Root/ResourceValuables,Valuables,
Root/ResourceValuablesSingular,Valuable,
Root/ResourceWood,Wood,
Root/ResourceWoodSingular,Wood,
Root/ResourceSlaves,Thralls,
Root/ResourceSlavesSingular,Thrall,
Root/ResourceHerbsDescription,Found during exploration. Can be converted into Medicine with the witchcraft skill.,
Root/ResourceHidesDescription,A valuable trade resource. Can be used for crafting.,
Root/ResourceMeatDescription,Gathered by hunting during camping. Perishable resource that can be used to feed your hird or preserved as Rations.,
Root/ResourceMedicineDescription,Used to treat injuries with the Healing skill during camping.,
Root/ResourceRationsDescription,"Can be used to feed your hird. Unlike Meat, Rations aren't perishable.",
Root/ResourceSalvageDescription,Used to craft weapons and armour. Can be gained by recycling unused equipment in the inventory.,
Root/ResourceValuablesDescription,"Your main trade resource. Can be gained through exploration, completing quests, or trading.",
Root/ResourceWoodDescription,Used for crafting and upgrading your village.,
Root/ResourceSlavesDescription,A highly valued commodity that can be spent to speed up upgrades in your homestead.,
Root/ResourceHours,Hours,
Root/ResourceHoursSingular,Hour,
Root/CraftingResourceBladder,Bladder,
Root/CraftingResourceCloth,Cloth,
Root/CraftingResourceCork,Cork,
Root/CraftingResourceExtracts,Extracts,
Root/CraftingResourceGrease,Grease,
Root/CraftingResourceHoney,Honey,
Root/CraftingResourceIron,Iron,
Root/CraftingResourcePoison,Poison,
Root/CraftingResourcePole,Pole,
Root/CraftingResourcePot,Pot,
Root/CraftingResourcePowder,Powder,
Root/CraftingResourceRope,Rope,
Root/CraftingResourceString,String,
Root/CraftingResourceTar,Tar,
Root/CraftingResourceVial,Vial,
Root/CraftingResourceBladderDescription,"The bladder of an animal, useful for storing liquids.",
Root/CraftingResourceClothDescription,"Cloth scraps have a wide range of utility, from decoration to fuelling a fire.",
Root/CraftingResourceCorkDescription,Cork is harvested from oak and used to stop liquids from escaping containers.,
Root/CraftingResourceExtractsDescription,Rare extracts are used to construct particularly exotic and dangerous items.,
Root/CraftingResourceGreaseDescription,"If it doesn't move, but it should, apply grease liberally.",
Root/CraftingResourceHoneyDescription,"Bees turn nectar into honey, people turn honey into mead. This is why humans rule the Earth.",
Root/CraftingResourceIronDescription,"Iron has a lot of uses, but people like you mostly enjoy its pointy, stabby qualities.",
Root/CraftingResourcePoisonDescription,"Made from nature's most unpleasant flora, poison is used to make other people feel very bad.",
Root/CraftingResourcePoleDescription,"Wooden poles are simple things, but incredibly useful, particularly for traps.",
Root/CraftingResourcePotDescription,Clay pots are used to store liquids. Their fragility makes them shatter if thrown.,
Root/CraftingResourcePowderDescription,Powder is used for making most concoctions that increases performance during combat.,
Root/CraftingResourceRopeDescription,Rope is used for many things. One of those things is to construct traps for your enemies.,
Root/CraftingResourceStringDescription,"Most commonly used to make clothes, string is also useful for fine mechanisms.",
Root/CraftingResourceTarDescription,Pine tar is a great wood preservative and a sealant for maritime use. It also burns quite well.,
Root/CraftingResourceVialDescription,"Vials are sturdier than pots, and can safely store smaller amounts of liquid.",
Root/TooltipResourceHerbs,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipResourceHides,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipResourceMeat,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipResourceMedicine,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipResourceRations,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipResourceSalvage,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipResourceValuables,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipResourceWood,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipResourceSlaves,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourceBladder,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourceCloth,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourceCork,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourceExtracts,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourceGrease,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourceHoney,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourceIron,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourcePoison,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourcePole,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourcePot,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourceRope,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourceString,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourceTar,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/TooltipCraftingResourceVial,"[size=""16""][ResourceName][/size]\n[ResourceDescription]",
Root/ResourcePickupHerb,You harvested [y]. It yields [x] herbs.,
Root/ResourcePickupHide,You picked up a [y]. You gain [x] hide.,
Root/ResourcePickupValuables,You picked up [y]. It's worth [x] valuables.,
Root/HerbTypeBishopWort,Finule,
Root/HerbTypePurpleFoxglove,Foxglove,
Root/HerbTypePoppy,Poppy,
